353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	352.999382	352.999127	352.999382	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	352.999985	352.999978	352.999985	353.000000	
352.999995	352.998788	352.998287	352.998788	352.999995	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	352.999999	353.000000	353.000000	
353.000000	352.999955	352.999937	352.999955	353.000000	
352.999986	352.998215	352.997478	352.998215	352.999986	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	352.999998	352.999998	352.999998	353.000000	
352.999999	352.999912	352.999876	352.999912	352.999999	
352.999974	352.997662	352.996699	352.997662	352.999974	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	352.999996	352.999994	352.999996	353.000000	
352.999997	352.999858	352.999799	352.999858	352.999997	
352.999957	352.997129	352.995948	352.997129	352.999957	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	352.999992	352.999989	352.999992	353.000000	
352.999994	352.999792	352.999706	352.999792	352.999994	
352.999937	352.996613	352.995222	352.996613	352.999937	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	352.999999	352.999999	352.999999	353.000000	
352.999999	352.999987	352.999981	352.999987	352.999999	
352.999990	352.999715	352.999599	352.999715	352.999990	
352.999914	352.996114	352.994521	352.996114	352.999914	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	352.999999	352.999999	352.999999	353.000000	
352.999999	352.999979	352.999971	352.999979	352.999999	
352.999985	352.999629	352.999478	352.999629	352.999985	
352.999888	352.995631	352.993843	352.995631	352.999888	
353.000000	353.000000	353.000000	353.000000	353.000000	
353.000000	352.999998	352.999998	352.999998	353.000000	
352.999998	352.999970	352.999957	352.999970	352.999998	
352.999978	352.999534	352.999346	352.999534	352.999978	
352.999860	352.995162	352.993187	352.995162	352.999860	
353.000000	353.000000	353.000000	353.000000	353.000000	
352.999999	352.999997	352.999996	352.999997	352.999999	
352.999996	352.999958	352.999941	352.999958	352.999996	
352.999969	352.999431	352.999201	352.999431	352.999969	
352.999829	352.994708	352.992550	352.994708	352.999829	
353.000000	353.000000	353.000000	353.000000	353.000000	
352.999999	352.999996	352.999994	352.999996	352.999999	
352.999994	352.999943	352.999921	352.999943	352.999994	
352.999959	352.999320	352.999047	352.999320	352.999959	
352.999795	352.994266	352.991933	352.994266	352.999795	
353.000000	353.000000	353.000000	353.000000	353.000000	
352.999998	352.999994	352.999992	352.999994	352.999998	
352.999992	352.999926	352.999898	352.999926	352.999992	
352.999946	352.999202	352.998883	352.999202	352.999946	
352.999760	352.993837	352.991333	352.993837	352.999760	
353.000000	353.000000	353.000000	353.000000	353.000000	
